author,coin,danmaku,favorite,id,like,rank_num,rank_tab,reply,score,share,tag_name,title,view
浅葱喵asagiinyo,323279,17518,175865,90362224,291669,4,影视,7939,5420733,88197,"短片,微电影,浅葱喵,原创,青春,自制",受够了，我真的不行了。好想逃。,3891957
一片叶子YE,113124,13438,206821,86697667,309377,3,影视,3931,5531838,35180,"荷兰弟,周星驰,女神,男神,美女,李嘉欣",每天一遍，防止早恋！,4719467
帕诺雾哒哒,115378,27160,204685,86478090,414172,2,影视,10619,5538669,26403,"bilibili新星计划,高考,剪辑,电影剪辑,高中数学,考试",看完这个视频你会爱上数学的！！！,5067721
一本正经的小方,1227260,33040,913064,82766716,1376832,1,影视,14325,10482462,237741,"王祖贤,李嘉欣,林青霞,朱茵,邱淑贞,张敏,张柏芝,女神,陈宝莲",【处处吻】 愣着干嘛 进来白嫖啊,14286504
潇潇就是潇潇,15888,8398,62014,71636196,80232,100,娱乐,1005,563093,8023,"明星,博君一肖,王一博,肖战,CP,安利,剪辑",【博君一肖/bjyx】bjyxszd十大证据！第一弹！第二弹也更啦！,1257526
月亮渔夫,16127,2221,18871,91165352,23962,99,娱乐,1614,565803,3925,"明星,华晨宇,剪辑",【华晨宇】非典型直男的温柔是什么样子的,146965
小飞在努力呀,12135,2989,76698,46939952,120847,98,娱乐,2280,569054,13245,"综艺,脱口秀,歪果仁,娱乐,老外,黑人",黑人脱口秀:跟中国人打架，打完他还可能把你扶起来。,4412904
子冈冈冈,46091,7761,45199,84665661,156396,97,娱乐,1491,569087,9888,"短片,明星,诸葛大力,爱情公寓5,bilibili新星计划,剪辑,爱情,甜甜的,成果",【爱情公寓/诸葛大力/成果】不一样的诸葛大力,1846419
超级小龟龟,3009,3726,22320,84149569,22035,96,娱乐,1116,569476,5837,"明星,博君一肖,CP向",【博君一肖】是什么让我确定bjyx不是简单的友情？捶死我的几大场面（cpn）,573646
仙草小林yaa,2506,7508,6096,85918365,23984,95,娱乐,896,570315,234,明星,娱乐圈人间富贵花 | 出圈的美貌（一）,653668
喜欢数码的陈同学,4600,1245,5675,92623944,32335,94,娱乐,569,572756,347,"明星,李金铭,全能打卡挑战,女神,剪辑,爱情公寓",肯定不止我一个人馋美嘉姐身子！,646871
有何贵干zzZ,17422,19637,7764,90882913,21510,93,娱乐,4706,573862,3417,"明星,趣闻,迪丽热巴,维权,澄清,辟谣,全能打卡挑战","【迪丽热巴】摊上大事了! “人设”又崩了,居然还闹上法庭了？",521409
张雨剑,12650,6729,4125,90635814,52249,92,娱乐,6717,579176,2516,"明星,张雨剑,下一站是幸福,演员,贺灿阳,电视剧",大家好，我是“贺灿阳”张雨剑，今天入驻b站,627428
Pi_3-14,11671,15,9417,92877537,32589,91,娱乐,4457,580233,3092,"明星,AO3,LOFTER",【xzf、LOFTER与AO3】227事件复盘吃瓜汇总【已更新加大音量+字幕版】,447709
欧阳娜娜STUDIO,6599,5663,6116,92532365,33108,90,娱乐,1152,581932,1448,"明星,vlog,欧阳娜娜,VLOG,VLOG日常,生活",【欧阳娜娜VLOG】欧阳娜娜VLOG68 宅在家的一天,687493
新月冰冰,28542,21761,11772,93556301,91171,89,娱乐,8249,586883,5914,"明星,227事件,肖战,饭圈,哔哩哔哩,bilibili",肖战227事件完整始末，这波能洗白么？你们会原谅他吗？,642342
李如儒也是李蠕蠕,4069,1468,4500,91040131,65551,88,娱乐,1164,590416,1604,"综艺,脱口秀,配音,娱乐,芒果台,声临其境",这是我昨天上声临其境的片段，剪掉了很多，但依然感谢大家的支持！有空可以帮我去微博投票嘛！我的微博：李如儒  置顶那条有投票方式哦～,890885
哔哩哔哩晚会,797240,2482370,2651,81403056,19791,87,娱乐,38165,590980,19374,"综艺,晚会,B站晚会,bilibili晚会",高燃舞台演绎B站最美的夜【bilibili晚会全程回顾】,27093062
lxh818,2103,74210,33776,53175497,11725,86,娱乐,493,592118,5249,"明星,金泰亨,朴智旻,闵玧其,防弹少年团BTS,田柾国,金硕珍,郑号锡,金南俊",BTS 跑弹 RUN BTS 中字,1861352
stefxmc,45462,16364,111865,17340330,86037,85,娱乐,5292,594025,39187,"明星,中岛美嘉",曾经我也想过一了百了--中岛美嘉,1491433
福大卷爱剪辑,326,1447,5645,89106754,40147,84,娱乐,293,595736,580,"明星,撒贝宁,何炅,黄磊,搞笑",何老师遇到的两个职场怪物，黄磊啥都懂，撒贝宁太欠了哈哈哈哈,721309
洺宇吖,46557,14404,52364,85940202,203920,83,娱乐,6208,596290,17279,"明星,韩红,韩红慈善基金会,新型冠状病毒,武汉肺炎,驰援武汉,慈善,红十字基金会,武汉","【人物志】韩红：我把挣得钱都快捐空了,再也不会把钱给某某基金会!",3141151
筱霖麻麻,18741,997,9014,91072456,41150,82,娱乐,948,597489,1064,"明星,爱情公寓,关谷神奇,唐悠悠,PS",关谷悠悠摘下面具（PS）,511842
阿春春酱,9407,3485,20941,86910615,22242,81,娱乐,1025,606248,2882,"创造101,综艺,明星,王一博,王甜甜,王导师,UNIQ王一博,除了爱情和樱花",【王一博/王导师】除了春天 爱情和樱花,172317
暴走小博,11637,3670,20391,87793083,26897,80,娱乐,1165,606475,3563,"明星,博君一肖,肖战,王一博,众琑周知,CP向,想见你",【博君一肖】用《想见你》打开相遇｜相识｜相知的他们，从一开始就注定了！ 视频禁二改二传！,176313
不三skr,3258,778,9825,87860976,8110,79,娱乐,671,612010,1282,"明星,美少女,桥本环奈,美女,新垣结衣,石原里美,长泽雅美,女神,日本,日本女星,老婆",【处处吻】这谁。。扛得住啊，日本老婆混剪,503607
泰乙珍人,22385,1532,20131,92525231,26000,78,娱乐,852,614148,4831,"明星,田柾国,金泰亨,朴智旻,郑号锡,嘿那那那,闵玧其,金硕珍,金南俊,防弹少年团,鬼畜",【BTS 防弹少年团】笑到裂开的ON第一次见吧！防弹的痛楚你知我知！！！,173275
努力的小冯同学,4961,1230,12810,86340050,18505,77,娱乐,1565,614325,11280,"综艺,徐晔,医生,帅哥,爱豆安利挑战,可爱,千层套路",【中国医生】徐晔医生————千层套路,442525
腾讯新闻,169,319,2449,88686944,31508,76,娱乐,512,619317,613,"明星,孙俪,娱乐,演员,邓超,保安,粉丝,娱乐圈",邓超被保安当成孙俪粉丝，几次遭到阻拦，网友：地位是真的低,1205528
也想混个文艺青年当当,921,1274,7287,89466580,25358,75,娱乐,508,620888,10629,"明星,搞笑,综艺,王耀庆,逗比,声临其境",王耀庆是哪里来的神经病哈哈哈哈哈哈，一开口差点把我送走哈哈,885163
日常犯二的兔叽,5591,2021,15409,88243582,30349,74,娱乐,1637,624482,7163,"明星,博君一肖,肖战,王一博",【博君一肖】关于dd天天云里左边的那个人的一个推测,382613
央视网快看,7046,29501,51,86438694,613,73,娱乐,1492,625526,187,"综艺,娱乐,董卿,央视,撒贝宁,朱迅,主持人大赛,主持人,康辉",《2019主持人大赛》20200202第十二期,1509507
马咕哩特,2469,2356,9714,89062025,24895,72,娱乐,1219,627155,5933,"明星,刘柏辛,刘柏辛lexie,YOUTUBE,HIPHOP,台湾,采访,嘻哈,女rapper",刘柏辛读网友评论，模仿台妹语气那里有笑到kkkk,707603
爱吃坚果的佩佩,9009,2437,16168,86507036,26767,71,娱乐,1589,632093,1683,"明星,肖战,bilibili新星计划",肖战 | 不进入娱乐圈，照样是起点大男主的命，不服憋着,307539
End灬莫逆,1439,3884,9761,85619594,16883,70,娱乐,1362,637114,15072,"综艺,搞笑,灵异,整人大赏,爆笑,恶搞,整蛊,日本,真人秀,恐怖,恶作剧,日本综艺",日本综艺整人大赏：日本小姐姐上了恐怖电车 被吓到弹出两米开外,991742
街头社区,3328,4715,4267,86565015,21198,69,娱乐,7779,637622,6510,"明星,野狼Disco,宝石Gem,老舅,野狼disco侵权,说唱,HIPHOP,嘻哈,中国新说唱,RAP",就是讹诈！宝石Gem直播澄清《野狼Disco》侵权抄袭事件！,931117
小梅老师1,2586,245,11550,87101457,15781,68,娱乐,519,641094,4288,"明星,综艺,斋藤飞鸟,萌妹子,女神,剪辑,学习,可爱,搞笑,日语,撒娇",【日语】斋藤飞鸟的撒娇真是抵挡不了！,519935
柯阳北,3447,2674,11645,87762793,33478,67,娱乐,1257,645732,4400,"明星,吴磊张子枫,磊枫,情人节一起嗑CP,爱情,高甜,青春",真相只有一个，磊磊为何总是那么深情的注视着子枫妹妹……,517744
Z-Catherine,5320,2999,16865,89647306,29129,66,娱乐,1350,657578,1516,"明星,肖战,神颜,晋江脸,帅哥,起点命,羡慕",【肖战】-你要的小说大男主这里的都有,387184
小林未郁miccabose,21799,3254,7251,90124812,62250,65,娱乐,5163,669040,3914,"明星,小林未郁,进击的巨人,拔剑神曲,二次元,二次元神曲,音乐,罪恶王冠,泽野弘之,娱乐",大家好，我是小林未郁，今天正式入驻B站了！,640218
PETER欧美音乐狂,1430,622,16283,92162903,18025,64,娱乐,1048,674070,4178,"明星,女神,娱乐,欧美,美女,电影,从不，很少，有时，总是,塔莉娅·莱德,柏林电影节",最近在柏林电影节走红的17岁少女塔莉娅·莱德，不光长得水灵声音也好温柔，我被击中了！！,449055
苏零啊啊啊,11543,2109,22160,89650104,33677,63,娱乐,1018,684206,1901,"明星,博君一肖,王一博,肖战,情人节不隔离爱,混剪",【博君一肖】绿了大半个娱乐圈的两个男人|又是一个费头发的视频,215839
递嬗Heather,5255,2318,22957,90428322,25131,61,娱乐,999,690811,4776,"明星,博君一肖,肖战,王一博,CP,剪辑,混剪",【博君一肖】新编十大锤，相信我到最后都是新的！,246223
七喜小柚子,7961,1948,25035,86782794,26479,60,娱乐,863,694903,3324,"明星,博君一肖,肖战,王一博",【博君一肖】别人面前的成熟稳重大哥哥，啵崽心中的又皮又闹小男孩| 双标赞,190428
超级鸽,53613,20223,184685,15936766,132917,59,娱乐,12,695716,52819,"综艺,周深,大鱼,郭沁,音乐",大鱼—周深郭沁—去杂音版,4530651
荔枝力力,58102,26054,171058,70463776,188412,58,娱乐,5179,696673,26655,"明星,迪丽热巴,刘亦菲,傅菁,古力娜扎,倪妮,佟丽娅,鞠婧祎,angelababy,范冰冰,关晓彤,群像",【婊气群像】装什么小白菜，老娘就是狐狸王,5923314
橘子馅包子,13021,6052,19032,86337267,50136,57,娱乐,2627,709813,2615,"明星,朱一龙,全能打卡挑战,粉丝,剪辑,搞笑",朱一龙的嚣张黑粉在此,522417
姬自牧,18632,1340,25928,87021698,26740,56,娱乐,876,713905,3679,"明星,博君一肖,肖战,王一博,舞蹈混剪",【博君一肖】GREEN GRASS丨一镜到底丨舞蹈踩点混剪,140691
浙江共青团,4966,7021,11246,92938001,30675,55,娱乐,3239,718374,27305,"综艺,新型冠状病毒肺炎,台湾综艺,美国,星海,日本,吐槽,中国香港,中国台湾,疫情",台湾节目追溯新冠病毒源头：中国不是源发地,803165
浙江卫视蓝巴巴,18187,8093,18523,90149407,27969,54,娱乐,3447,720372,5801,"综艺,华晨宇,我们宅一起",浙江卫视《我们宅一起》：华晨宇“花”式早餐,334252
好名字可让朋友记住你,827,7781,6418,87533356,30592,53,娱乐,2683,724566,1459,"综艺,华晨宇,韩红,和弦,弹唱",只会4536251？华晨宇当众考核。韩红:别骗人了，音乐需要真诚,1447410
萧九九Elsa,11235,3404,26011,86433354,28044,52,娱乐,778,725243,3966,"明星,博君一肖",【博君一肖||谁管你 我管你啊】小朋友，狗崽崽，以后都由我来管你,236111
周深资讯站,7675,36952,14927,89013780,24529,51,娱乐,4078,731135,3889,"明星,周深,周深直播,周深歌手2020,芒种,情人节快乐,愿得一心人,天下有情人,monsters,满满的都是爱,分手快乐,情歌",【周深】20200214 周深直播等歌手呀！！！！,527770
恐高的鸟ko,5093,39456,7905,93258444,31213,50,娱乐,10843,732089,14352,"明星,肖战,陈情令,饭圈,全能打卡挑战,粉丝",肖战227事件全面回顾（时间顺序）肖战到底是如何从让当红流量变成众矢之的？？？,1379246
叽里咕噜冒冒泡泡,15529,2321,29200,86541908,29555,49,娱乐,1173,738388,4321,"明星,博君一肖",【博君一肖｜不完美小孩】“谁管你啊”-“你戴个护膝啊”,173534
枫思love摄恋,6343,14767,30693,84177902,44283,48,娱乐,2658,744104,11762,"综艺,周深,芒种,左手指月,国内综艺",【周深】《快本》出场表演“芒种+左手指月”高音震惊全场,1953768
话很多的小姐姐们,19727,25255,5503,89529554,64336,47,娱乐,7535,744740,9091,"综艺,姜虎东,亲爱的来吃饭,请给一顿饭show,孙艺洲,全能打卡挑战,真人秀,贾乃亮,王祖蓝,范湉湉",【小姐姐们】求别再丢人了，激愤对比中韩蹭饭综艺，带你感受抄袭综艺《亲爱的，来吃饭》到底多恶心人！,1031390
卑微的小橘子,17783,2352,32300,86161064,48676,46,娱乐,545,746764,6371,"舞蹈,明星,博君一肖,bjyx,CP,跳舞,全能打卡挑战",【博君一肖】每天一遍防抑郁 |  bjyx高能魔性抖肩舞 完全停不下来 都给我抖起来！,352620
综艺哔哔姬,6677,24500,203,83447751,202,45,娱乐,4950,747941,119,"综艺,金星,金星秀,沈南",【合集】《金星秀》,4368965
甄梓壹,30339,13410,12411,86679527,49051,44,娱乐,6506,753875,4588,"明星,张艺兴,抗击肺炎大作战,LAY,口罩,公益慈善,武汉",【张艺兴】为了武汉疫情忙着找物资捐赠约30万只口罩时，有人却忙着黑他（向一线医护人员致敬，向做善事的人致敬，希望少一些恶意，多一些美好吧）,545450
G一S一G,15654,17216,60234,84499733,52839,43,娱乐,3595,758114,13571,"明星,爱情公寓,大学,女神,直播,美女,诸葛大力",【诸葛大力-成果】三年前大学时期青涩的狗哥黑历史直播 超长完整版——30分钟,2324185
missmandy,4615,4555,45289,84340662,9665,42,娱乐,252,764099,7299,"美食,综艺,食物,纪录片,吃货,料理,美国,生活,亚洲,中字",【纪录片/Netflix出品】街头美食 第一季 Street Food  2019（完结）,461495
南山大道nsdd,7518,5246,15801,90646238,39734,41,娱乐,1562,790450,2168,"明星,搞笑,肖战,搞笑竞技大赛,帅哥,沙雕,已经三天了,王爷梗,请问还继续吗,搞笑视频",【肖战 I 沙雕搞笑】肖战已经被关在房间里看自己视频三天了，请问还继续吗？他承认自己帅了吗？,643815
常寻寻寻,38057,7812,118899,69211419,144745,40,娱乐,1851,792471,8276,"明星,李沁,杨幂,鞠婧祎,祝绪丹,混剪,古装群像",【古装女子发狠群像】谁nèng我，我nèng死谁 ｜ 老娘最slay,3276428
艾奥影视,1975,914,11743,87892661,22486,39,娱乐,1014,800139,5042,"综艺,ZICO,可爱,Any Song,天气预报,主播",韩国MBC天气预报节目中，突然出现了ZICO《Any Song》，主播反应超可爱，竟跟着音乐跳了起来！,1070033
实习男友一号,3258,1401,14852,87890797,26505,38,娱乐,1038,806441,13745,"明星,诸葛大力,成果,搞笑,演讲,直播",成果的正义演讲,864120
李峳瑜,10283,2999,37302,84882864,35667,37,娱乐,853,810091,36528,"综艺,搞笑,SNL,中文字幕,爆笑,威尔·法瑞尔,卡梅隆·迪亚兹,蒂姆·麦道斯",【SNL】翻车的儿童节目,828041
跟着港星学穿搭,3855,1658,15828,88090402,35149,36,娱乐,1335,816737,2776,"明星,周海媚,女神,周芷若,倚天屠龙记,娱乐,混剪,古装美女,港星,娱乐圈",【周海媚】怪不得金庸愿意为她改结局,722536
时尚COSMO官方,14717,12851,27385,88658872,34848,35,娱乐,2041,818564,3568,"明星,王一博,COSMO,采访,杂志",【王一博】COSMO敢问敢答X100 挑战..！,242191
洗剪吹六块钱,1752,5738,15376,86995249,31516,34,娱乐,3189,819931,31778,"综艺,明星,王俊凯,王源,tfboys",王俊凯和王源早期组合,968829
为什么会吃不胖,102953,11436,170260,61220621,159662,33,娱乐,3289,831583,28370,"明星,斋藤飞鸟,齋藤飛鳥,乃木坂46,美少女,萌妹子,可爱,女神,日本,美女",【斋藤飞鸟】AWSL！一遍心动，两遍入坑，三遍血槽空！,4731193
WNS_WeNeedBTS,8072,15665,25141,91889108,26484,32,娱乐,2882,836367,6380,"明星,综艺,防弹少年团,BTS,KOREA相关",【WNS中字】200226 BTS防弹少年团 拼车卡拉OK Carpool Karaoke @The late late show,404501
张继科,23404,7294,8668,90330189,111969,31,娱乐,11842,839595,5859,"明星,体育,张继科,乒乓球,藏獒,冠军,大满贯,运动,乒乓,奥运会",【张继科】大家好我是张继科，今天我入驻B站了！,1199644
Tsing丶安然,29388,17807,18420,93067666,78541,30,娱乐,8131,848142,5148,"明星,227大团结,肖战,ao3,227,老福特,饭圈",【肖战227大团结】原耽女孩的理性发言及看法,619227
灵珊小姐姐,6569,2654,26822,90151325,37157,29,娱乐,890,858904,3461,"明星,博君一肖,肖战,王一博,cp向,男神,娱乐,剪辑",[博君一肖]这俩崽到底什么时候在一起的？（越考古越瘟。。。）,390035
狗哥的小柯基,11099,8060,47593,84090821,78557,28,娱乐,3123,860884,35100,"明星,诸葛大力,成果,爱情公寓5",诸葛大力成果·远古直播口吐芬芳,5683096
老邪说电影,34571,17142,8858,90243513,90916,27,娱乐,10102,879388,12015,"综艺,搞笑,吐槽,全能打卡挑战,孙艺洲,亲爱的来吃饭,范湉湉,奇葩,搞笑视频,真人秀",【老邪吐槽】范湉湉再作妖！逆天吐槽明星集体要饭的《亲爱的来吃饭》,1233669
